sent1,sent2,score,CUI-Cosine,CUI-Text-Cosine,POS-Cosine,NVA-Cosine,Sentence-Cosine,CUI-Jaccard,CUI-Text-Jaccard,POS-Jaccard,NVA-Jaccard,Sentence-Jaccard,Pubmed-Cosine,Wiki-Cosine,Google-Cosine,NVA-Pubmed-Cosine,NVA-Wiki-Cosine,NVA-Google-Cosine,WMD-Pubmed,WMD-Google,NVA-WMD-Pubmed,NVA-WMD-Google,bioBERT,clinicalBERT,dischargeBERT,maskedBERT
The Traumatic Brain Injury physician discussed with the patient verbal and written information on TBI.,""" I expanded information in those documents with the patient, and pertinent additional details appear in the note below.""",1,0.0,0.0,0.6485415827495937,0.0716911943559055,0.0716911943559055,0.0,0.0,0.3333333333333333,0.11764705882352941,0.11764705882352941,0.8561429,0.9897828537024279,0.6097198,0.76853466,0.9826332250915043,0.51858413,2.3037653444940056,2.938266651787148,2.3037653444940056,2.938266651787148,0.8651809915368268,0.8345500199247267,0.9002128597602342,0.8419294422771774
The patient or a care giver verbalizes an understanding of all information and directions discussed today., The patient and parent demonstrated understanding of the instructions given and was instructed to call and/or be seen if further questions or concerns.,4,0.5023397604474045,0.5023397604474045,0.49932854767193946,0.05573926518769637,0.05573926518769637,0.0,0.0,0.42857142857142855,0.1111111111111111,0.1111111111111111,0.9223144,0.9920819830565988,0.7637742,0.86002874,0.9895077132456611,0.68547654,2.1470700391100097,2.6266270948913006,2.1470700391100097,2.6266270948913006,0.9158480245132699,0.9195116402907777,0.9130906457227889,0.8810163234424934
"""Thank you for choosing the Name, M.D.. care team for your health care needs!""","""Thank you for choosing the Name, APRN, C.N.P., M.S.N.. care team for your health care needs!""",4,0.0,0.0,0.9925462244158867,0.8837767350037329,0.8837767350037329,0.0,0.0,1.0,0.6363636363636364,0.6363636363636364,0.9764212,0.9959075941525132,0.9249525,0.9592195,0.9944815369919225,0.88034487,1.335351599664161,1.2243089508580782,1.335351599664161,1.2243089508580782,0.9457571817653071,0.9614061093294933,0.957749282297754,0.9402755486957671
""" Consultation:  consultant not available, patient did not wish to wait, patient scheduled for consultation at next visit.""",""" Consultation:  7:00 AM Hygiene appointment today - no consultant available, patient scheduled for consultation at next visit.""",4,0.0,0.0,0.8077688492072547,0.716813576974813,0.6722539690788399,0.6956521739130435,0.6060606060606061,0.6,0.5454545454545454,0.46153846153846156,0.95672506,0.9955378025620342,0.8587575,0.96611524,0.9957480989104093,0.8708403,0.8089509590166811,1.2516305342869314,0.8089509590166811,1.0602867816431527,0.9552876722202941,0.9569527037870904,0.9483673520261532,0.9327092794469769
""" Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care.""",""" Patient discharged to home, ambulating without assistance, family driving, accompanied by other family member, Discharge instructions given to patient, Simple or moderate discharge teaching performed, Above person(s) verbalized understanding of discharge instructions and follow-up care.""",3,1.0,1.0,0.9822893084074414,0.5934088791588623,0.593347509565674,0.3333333333333333,0.6,1.0,0.5652173913043478,0.5652173913043478,0.9820225,0.9984463444664071,0.9370403,0.9761228,0.9983711141656653,0.9286709,1.1237059422494635,1.3648866483462803,1.1237059422494635,1.3648866483462803,0.968793430318261,0.9633486012907848,0.9787581308240783,0.9642059362944799
I explained the diagnosis and treatment plan for the patient who expressed understanding of the content.,""" The above was discussed with the patient and her husband, and they voiced understanding of the content and plan.""",4.15,0.7575922265201896,0.8324983559980351,0.9658639387522927,0.346595752406216,0.346595752406216,0.0,0.0,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.9468305,0.9936517287176574,0.7995527,0.8828376,0.9886610716536448,0.79797953,1.6420182759030773,1.535278519995645,1.6420182759030773,1.535278519995645,0.9283855373422041,0.9488551967915582,0.9557515737733128,0.8973654689326845
The patient expresses understanding and agreement with this plan.,"""I have reviewed the history, examined the patient, discussed the management, and agree with the impression and plan as documented by Dr. Name""",2.5,0.34848559277373947,0.5350198017428022,0.4719782302559947,0.09500498908850799,0.09500498908850799,0.6666666666666666,0.7142857142857143,0.2,0.13333333333333333,0.13333333333333333,0.9176193,0.9916016689333031,0.63532287,0.8343006,0.9887192540098033,0.53493154,2.4086678820714345,2.965712678057752,2.4086678820714345,2.965712678057752,0.8780792499862643,0.8658684851601315,0.9150989019019327,0.8892959934568986
Instructions: Apply one patch every twenty four hours; leave on for up to twelve hours within a twenty four hour period., Instructions: Apply 1 patch every 24 hours; leave on for up to 12 hours within a 24 hour period; to feet for neuropathy.,3.7,0.7532150992277509,0.900281176607827,0.8386294261418576,0.8512131417259732,0.7381776790487878,0.16666666666666666,0.14285714285714285,1.0,0.75,0.4,0.94518805,0.9921792681029873,0.87455034,0.9554636,0.9977099431017962,0.90786874,1.419669405941933,1.489809353468028,0.8200303138574458,0.9379027006557357,0.9587142790044465,0.9422482897985571,0.9646527363601259,0.9197789952893521
Use information was down loaded from the patient's PAP device and reviewed with the patient.,""" I discussed the indications, contraindications and side effects of doxycycline with the patient.""",0.5,0.0,0.0,0.5812385585247183,0.028477936016244664,0.028477936016244664,0.6956521739130435,0.7142857142857143,0.5,0.07692307692307693,0.07692307692307693,0.86522686,0.9859578151565705,0.59286135,0.7617762,0.9779318338465652,0.513767,2.422885465715969,3.148005595238053,2.422885465715969,3.148005595238053,0.8104822905664975,0.8468071790982783,0.8872495102560454,0.7551730744731298
Patient repeats back dosing instructions and has no further questions at this time.,The patient does not wish to enroll at this time.,0,0.0,0.0,0.4337551967038767,0.06683860979403065,0.06638497481191402,0.7142857142857143,0.8,0.3333333333333333,0.25,0.2222222222222222,0.8851922,0.9817618586720568,0.6901544,0.79466444,0.9823743948112198,0.56602377,2.3329771123433134,2.634601576237628,2.21996418829221,2.6093105792680045,0.8822747491779015,0.8806788257821445,0.8793086839282971,0.8803134870312802
""" No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); muffled voice or inability to open mouth fully or complete inability to swallow""",""" No: new confusion or inability to stay alert and awake; noisy, wheezy, croupy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); feeling like he is going to pass out EVERY time he stands (or sits) up or muffled voice or inability to open mouth fully""",3.25,0.8218997222027068,0.8043902327187197,0.9264743796575348,0.8014976217446318,0.8100154970792657,0.3333333333333333,0.5,0.875,0.7,0.6976744186046512,0.9913975,0.9991551829165811,0.9804232,0.9909725,0.99868502581883,0.9754789,0.6229872091245241,0.7400126453439101,0.6090859769691989,0.7246229996579477,0.9907603507511118,0.9888141468118352,0.9918423720031759,0.9875488462089539
""" Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, Oriented to person, place and time, Skin warm, dry, normal in color, Mucous membranes pink.""",""" Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, generally ill, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.""",2.9,0.422463278273504,0.4651727633468054,0.9912799413514514,0.5756334274813445,0.5459564228122642,0.2,0.16666666666666666,0.8,0.52,0.5,0.949766,0.9971983970161828,0.8766867,0.93622845,0.9966644784333487,0.8691174,1.0924999362199117,1.3272543453551104,1.1201676876387063,1.355996681419164,0.9644238176004701,0.9742008458919864,0.9795762488256817,0.9696089414744696
male who presents for evaluation of Sore Throat.,male who is here for pretravel consultation for international travel.,0.5,0.0,0.0,0.9905337839394537,0.1324469512711436,0.1324469512711436,0.8260869565217391,0.8484848484848485,1.0,0.1111111111111111,0.1111111111111111,0.83541286,0.9937249832079532,0.5994556,0.69549304,0.990059583067541,0.4741204,2.568471637093544,2.965054122821712,2.568471637093544,2.965054122821712,0.8847378050443298,0.8358928243912211,0.8752582757039877,0.792047040982291
""" Amount given: started, IV SITE #1, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, amount 1 Liter.""",""" IV SITE #1, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, IV SITE #1 bolus of 1000 ml established, IV SITE #1 Rate of bolus, wide open.""",3.5,1.0,1.0,0.9814047713123313,0.8401729017041817,0.833207929690988,0.8333333333333334,0.8888888888888888,1.0,0.4666666666666667,0.47058823529411764,0.9595604,0.9934542361114251,0.93775946,0.96087617,0.9945858508993177,0.9211389,0.9847999981009148,1.0086361970204518,0.9847999981009148,1.2291275191802409,0.9667313338264988,0.9756249527308064,0.980802081699085,0.914482219291956
Calcium + Vitamin D tablet 1 tablet by mouth one time daily.,"""cholecalciferol (vitamin D3) [VITAMIN D3] 50,000 unit capsule 1 capsule by mouth every week.""",1.5,0.26071932547390536,0.20712831460498315,1.0,0.27320401368423364,0.24614759027500221,1.0,1.0,1.0,0.2,0.2,0.87538904,0.9744399785555816,0.76293063,0.8518127,0.9744371412102447,0.73908305,2.3252898162725453,2.487822323535558,2.2812786540739376,2.786521321899043,0.9309947061052519,0.9318286795999237,0.9305876285526129,0.8742508224587702
""" After discussion of the risks, benefits, and alternatives to treatment with cryotherapy, informed consent was obtained.""", Therapeutic interventions:  therapist led discussion about risks versus benefits of complementary and alternative therapies and how to be a good consumer in their own health care.,2.75,0.6494581898123057,0.7197902489867609,0.8050007872193847,0.17023731744251708,0.1627954550749495,0.375,0.4482758620689655,0.6666666666666666,0.15,0.14285714285714285,0.917359,0.9974972797269688,0.6938435,0.8892054,0.9967465154356541,0.67549276,2.0675186771313663,2.867661268305662,2.038957299911891,2.8094588851335867,0.8998971697592041,0.9402847450049424,0.9118885068603793,0.893741674529634
The patient understands and agrees to the above care plan.,The coverage and limitations of each depend on the insurance company.,0.5,0.0,0.0,0.3689425941651164,0.0,0.0,0.4583333333333333,0.5357142857142857,0.2,0.0,0.0,0.89518666,0.9859581707867874,0.55656743,0.7925439,0.9821802634137011,0.40884203,2.839300926679635,3.541236415863228,2.839300926679635,3.541236415863228,0.8716350459658673,0.8335515676956962,0.8606383761732312,0.8273353956452749
Albuterol [PROVENTIL/VENTOLIN] 90 mcg/Act HFA Aerosol 2 puffs by inhalation every 6 hours as needed., Fluticasone Propionate [FLOVENT HFA] 110 mcg/Act Aerosol 2 puffs by inhalation two times a day as needed.,3,0.38701992569097116,0.46158255184776953,0.8642722508466796,0.5352812641324365,0.47771839815370953,0.0,0.0,0.6,0.4375,0.38095238095238093,0.9594634,0.9942920355250541,0.9443332,0.9567479,0.9954851102858521,0.94990695,1.3095499901254914,1.0549160245063907,1.1579038924753098,1.0453297441048999,0.9705922300557608,0.9784341764974238,0.9796551523994371,0.962066765264447
venlafaxine [EFFEXOR XR] 75 mg capsule sustained release 24 hour 1 tablet by mouth one time daily.,montelukast [SINGULAIR] 5 mg chewable tablet 1 tablet by mouth one time daily.,1,0.07773283219034757,0.14789732136965225,0.757507225156415,0.15972883594115778,0.17704543502871384,0.0,0.0,0.75,0.23076923076923078,0.3157894736842105,0.90439534,0.9856279340510327,0.87792194,0.8664636,0.9783332536091347,0.84725404,1.8582848330870667,1.9265778151768795,2.2965708390723907,2.660654644054769,0.9392034712740455,0.9436648957884981,0.9457678425318946,0.9203187488831466
""" No: struggling to breathe even while inactive or resting; shortness of breath; sudden onset of cough, choking or gagging due to inhaling something into his airway or noisy, wheezy, croupy or raspy breathing that does not clear with coughing""",""" No: struggling to breathe even while inactive or resting; shortness of breath or sudden onset of cough, choking or gagging due to inhaling something into her airway""",3,0.8967377235034513,0.8677085168554041,0.972584506934723,0.7709186367581948,0.7694875020484534,0.5,0.5,0.8,0.65,0.6818181818181818,0.9915326,0.9991629149018826,0.96531725,0.98684883,0.9978009405713377,0.9568927,0.8705119370205093,1.0454823206702792,0.9917485578475944,1.1810529971715695,0.9747343555034669,0.9736062054928346,0.9820947395908093,0.9689984650968749
""" No: currently feeling like you are going to collapse every time you stand or sit up; new confusion or inability to stay alert and awake; uncontrollable or continuous rectal bleeding or black, sticky, tar-like stools""", No: new confusion or inability to stay alert and awake or currently feeling like she is going to collapse every time she stands or sits up,2.75,0.5500507865234678,0.4804089099702636,0.5858483606707601,0.45352151642402927,0.5395521029769472,1.0,1.0,0.5714285714285714,0.45454545454545453,0.4782608695652174,0.9601909,0.9974315756660962,0.8813385,0.9418823,0.9947769561859103,0.81368345,1.4376927559578374,1.6846356378881706,1.5123219819260916,1.7754248196020657,0.9360038222273702,0.950165481191942,0.9534764877088916,0.9254679241130366
""" Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions.""",""" Identified Illness as a learning need, Teaching methods used included Printed Patient Instructions, Verbal Instructions.""",3.25,1.0,1.0000000000000002,0.8862845098211807,0.7310702433617702,0.7310702433617702,0.5,0.5,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.9516828,0.9949376483604073,0.8439816,0.9519741,0.9924704208651356,0.841377,1.11885978773787,1.4894605965507464,1.11885978773787,1.4894605965507464,0.9491848537606258,0.9316403716690642,0.9572816961503259,0.9360706745494888
""" Based on the patient's itinerary and medical history, the following was advised and written information was provided: general insect bite precautions and insect repellent use discussed, and permethrin use.""",""" Based on the patient's reported itinerary and medical history, the following is advised and written information per """"Stay Healthy While Traveling"""" provided and reviewed regarding food and water precautions and travelers diarrhea self management.""",3.75,0.07600611483431804,0.0990603390380636,0.9488909520566222,0.3910856790596403,0.3910856790596403,0.0,0.0,0.7142857142857143,0.3793103448275862,0.3793103448275862,0.95805603,0.9960269476825143,0.8262328,0.9349286,0.9949515569889887,0.80421674,1.4981635673165081,1.8120436583369655,1.4981635673165081,1.8120436583369655,0.965356054993769,0.9607550684494482,0.9633015754273971,0.9206134037844922
"""On exam, the patient appears in no acute distress.""",male who appears age-appropriate and in no distress.,4,1.0,1.0,1.0,0.33847846416258065,0.33847846416258065,1.0,1.0,1.0,0.25,0.25,0.90449136,0.9840248736289937,0.6881132,0.82428384,0.9843781007347802,0.56902796,1.7408505568601131,2.2170448276398655,1.7408505568601131,2.2170448276398655,0.8723696155667986,0.9415489795362822,0.9058539549778811,0.873900373521263
The contents of the handout were discussed with the patient and all questions were answered.,The subcutaneous tissues and fascia were divided in line with the skin incision.,0,0.0,0.0,0.791217688893298,0.0,0.0,0.6,0.6666666666666666,0.8,0.0,0.0,0.7645388,0.9779104627466653,0.44492006,0.53515613,0.9701283230872937,0.30460095,3.46503944342308,4.270373784936967,3.46503944342308,4.270373784936967,0.8467664504033555,0.8320312891419748,0.8346538170147687,0.7457093152486484
""" Patient discharged to home, carried, family driving, accompanied by parent, Discharge instructions given to mother, Above person(s) verbalized understanding of discharge instructions and follow-up care.""",""" Patient discharged to home, ambulating without assistance, accompanied by husband/wife/partner, Above person(s) verbalized understanding of discharge instructions and follow-up care.""",3.9,0.35228827603851554,0.2755306461504571,0.9764500530365409,0.5161375549024885,0.5160422637422202,0.25,0.375,0.8333333333333334,0.5,0.5,0.9734622,0.9974120030700198,0.92865527,0.96556276,0.9974104538053552,0.9240091,1.1471305592623326,1.1982931276366346,1.1471305592623326,1.1982931276366346,0.9656322838743302,0.9714802245557795,0.9790005048944115,0.9638592749295292
""" Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.""",""" Identified Illness as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions.""",3.25,0.5676980297578523,0.5166425650545369,0.9385717164000045,0.7974844625644494,0.7974844625644494,0.6,0.7777777777777778,1.0,0.5416666666666666,0.5416666666666666,0.98899114,0.9986103825924807,0.94645053,0.9854987,0.9984479075658488,0.9472022,0.8555554171430337,1.0902856376370949,0.8555554171430337,1.0902856376370949,0.9645410425974927,0.9654274882409886,0.973882593130103,0.9613509120339806
""" No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting; currently feeling like you are going to collapse every time you stand (sit); any chest pain or discomfort; vomit that looks like ground coffee; vomiting blood; uncontrollable or continuous rectal bleeding; black, sticky, tar-like stools; heavy vaginal bleeding or purple or red rash/blotches that stay when pressed by a glass (purpural rash)""", No: new confusion or inability to stay alert and awake; refusing to move the neck; floppiness or fainting or purple or red rash/blotches that stay when pressed by a glass (purpuric rash),3,0.33620915065434054,0.2740018503160282,0.9712313794970273,0.389228727424803,0.3620123296411513,0.0,0.0,0.875,0.25,0.24,0.97070163,0.9971998541460885,0.89523655,0.95330924,0.9959397801754433,0.868585,2.057383673829189,2.3747516421467347,2.0128374757214234,2.331437747179377,0.9567149086235149,0.966613957772059,0.9769800173187606,0.9467814686961014
""" Discussed the risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure.""",""" Discussed the risks, benefits, alternatives, advanced directives, and the necessity of other members of the healthcare team participating in the procedure.""",4.4,1.0,1.0000000000000002,0.9855990716609282,0.7615411880975901,0.7615411880975901,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.9926485,0.9982917288124649,0.9547287,0.9873858,0.997445187561141,0.9373081,0.6359047890544,0.8839257476839506,0.6359047890544,0.8839257476839506,0.9695854431683223,0.9802996856452615,0.9878977214261979,0.9755852010734849
acetaminophen [TYLENOL] 500 mg tablet 2 tablets by mouth every 8 hours as needed.,"""Vitamin D-3 2,000 unit tablet 1 tablet by mouth one time daily.""",3,0.15175869611999007,0.317106925647609,0.49393128954697907,0.2037127697181632,0.1584814149712404,0.0,0.0,0.25,0.2,0.16666666666666666,0.8973943,0.9740603594729544,0.8113861,0.8515803,0.9615462623149846,0.77207017,1.960359158738876,2.0005717750865806,1.899449433547454,2.2928095192077786,0.9032300908834398,0.908192656643279,0.909207457132299,0.7643564896383297
""" Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.""",""" Patient arrives, via stretcher, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.""",2.5,0.8633193069589321,0.9517582470895287,0.9916784310984311,0.6307521218554949,0.6307521218554949,0.7894736842105263,0.7037037037037037,1.0,0.55,0.55,0.9756963,0.9983010886515487,0.9066812,0.969862,0.9981359138020156,0.9095392,0.8988981054468178,1.207441565830945,0.8988981054468178,1.207441565830945,0.961430264739449,0.9715896225134169,0.9720701981282945,0.9603465264029427
Premarin 0.625 mg/gram cream vaginally as directed by prescriber as needed.,triamcinolone acetonide 0.1 % cream topically two times a day as needed.,1,0.3359558492611844,0.2346677389411067,0.7294928258071675,0.27373449660057725,0.1979805435750382,0.36363636363636365,0.375,0.75,0.2,0.1875,0.81217027,0.9717275593455565,0.7575147,0.7815745,0.9629927997114818,0.7043679,2.80401087183857,2.50770619734974,2.6158514787469116,2.249143009881094,0.8889030798395804,0.9370073838488361,0.9288046995766505,0.8734616289007803
"""Allergies, Medications, Past Medical and Surgical History:     Allergies reviewed and updated as necessary.""","""The following portions of the patient's history were reviewed and updated as appropriate: current medications, medical history and problem list.""",3.5,0.5374702442001125,0.7031568720069659,0.8436656285594604,0.36372852768992303,0.36372852768992303,0.0,0.0,0.8,0.3125,0.3125,0.9288476,0.9863376348334681,0.7425163,0.9177734,0.9860697838847133,0.75961745,1.5892196435229238,2.0007058872359145,1.5892196435229238,2.0007058872359145,0.9244027684718882,0.8922403178994246,0.8917803018470599,0.8852978159955688
Senna-Docusate Sodium [SENOKOT S] 8.6-50 mg tablet 2 tablets by mouth two times a day as needed.,citalopram [CELEXA] 10 mg tablet 1 tablet by mouth one time daily.,1,0.08451901103581225,0.1257953550456196,0.6948516697370392,0.16211348535444042,0.14295197754957484,1.0,1.0,0.5,0.15384615384615385,0.09090909090909091,0.89651275,0.9836200201876406,0.8490157,0.8729838,0.9687007689625668,0.8655871,2.0693462183631337,2.223239844560887,2.2482692366358905,2.412385317693327,0.9216652183683115,0.9495035703613501,0.9370252357216059,0.9129295339648468
Contrave 8-90 mg tablet sustained release by mouth as directed by prescriber.,azithromycin [ZITHROMAX] 500 mg tablet 2 tablets by mouth one time.,1,0.21879449960927677,0.37959446653074824,0.7215769857504404,0.14623785869365835,0.126545473150184,0.25,0.2727272727272727,0.5,0.18181818181818182,0.125,0.8424048,0.9663837919926693,0.776924,0.83332366,0.9560690776082504,0.78021795,2.1015799083754394,2.551465830332378,2.240850252488904,2.7760142305232542,0.8954530857467289,0.8942846794590311,0.9084685948002713,0.8586601098938056
cetirizine [ZYRTEC] 5 mg tablet 1 tablet by mouth one time daily.,Tylenol 325 mg tablet 1 tablet by mouth as needed.,1,0.2070200973776078,0.3760488888667247,0.6679029410786927,0.40402416562785576,0.3273494443990506,0.6666666666666666,0.6,0.5,0.2857142857142857,0.25,0.94735384,0.9814274964561084,0.9448103,0.93993604,0.9759242270155348,0.96417344,1.8126435293591499,1.5752730893982254,1.5366045190810182,1.2612579904322605,0.9521853543204752,0.9429024884166174,0.9489177177442871,0.8956951049967568
Patient is here for the following immunization(s):  Inactivated Influenza Virus Vaccination; Tetanus and Diphtheria and Acellular Pertussis (Tdap) Vaccine, Patient is here for the following immunization:  Tetanus and Diphtheria and Acellular Pertussis (Tdap) Vaccine,3.25,0.8956913251392107,0.9567655952893634,0.9821806674431655,0.8252976151715347,0.8252976151715347,0.0,0.0,1.0,0.6923076923076923,0.6923076923076923,0.98420864,0.997870321280282,0.9679056,0.98114073,0.9977478991309626,0.9683218,0.8840513781259084,1.2034094528347157,0.8840513781259084,1.2034094528347157,0.9863844643556077,0.9870895270241634,0.9887032470475062,0.9848111779129478
""" No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand or sit up; muffled voice or inability to open mouth fully or complete inability to swallow""",""" No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like she is going to collapse every time she stands (sits); muffled voice or inability to open mouth fully or complete inability to swallow""",5,0.8940453704393512,0.8426229711765141,0.9345075937684627,0.8737106881656431,0.8714814511736572,0.3333333333333333,0.6111111111111112,0.875,0.7692307692307693,0.7619047619047619,0.9915077,0.9993795164631254,0.9839989,0.99267,0.9992921244439064,0.98174715,0.4167264960059476,0.48501762613966043,0.452515817438358,0.5228653074838259,0.9944428993367102,0.9938393723165929,0.9955338977250453,0.9900695570742455
Constitutional:  Positive for fatigue and loss of appetite.,Genitourinary:  Positive for pain with urination and frequent urination.,0.5,0.0,0.0,0.9641510988668661,0.13599252317412622,0.13599252317412622,0.2,0.3333333333333333,1.0,0.1111111111111111,0.1111111111111111,0.8586785,0.9724476265265527,0.49087805,0.7779861,0.9571654773929053,0.45020854,2.3634488826704954,3.4516230615457504,2.3634488826704954,3.4516230615457504,0.8630843395117328,0.8495958664647011,0.8634239280120326,0.7339427963492151
Colace 100 mg capsule 1 capsule by mouth one time daily.,famotidine [PEPCID] 20 mg tablet 1 tablet by mouth every bedtime.,2.5,0.06914535843383952,0.11122253975508459,0.7994851691221723,0.09090289284646857,0.07792208533940363,0.75,0.7,0.6666666666666666,0.125,0.15384615384615385,0.86078423,0.979409142855319,0.701464,0.8021109,0.968357444633055,0.63263655,2.474450528564431,2.8021356075675445,2.4330700091504784,3.3353527267845156,0.9263051337228608,0.9248254819573829,0.9277660463629165,0.8802995539368822
The patient/caregiver is able to name their medical conditions and associated symptoms for the condition they were hospitalized for and have a clear understanding of these., The patient is able to name her medical conditions and associated symptoms for the condition she was hospitalized for and have a clear understanding of these.,4.75,1.0,1.0000000000000002,0.9943530084031892,0.9672941296914699,0.9672941296914699,0.45454545454545453,0.5,1.0,0.9166666666666666,0.9166666666666666,0.9822418,0.9987755606872162,0.9662435,0.9893081,0.9978776173883199,0.97903633,0.2969123353844098,0.34580518788454245,0.2969123353844098,0.34580518788454245,0.969870934558937,0.9846715067764396,0.9805489599489497,0.974102182323634
No: currently inconsolable crying; vomiting; diarrhea; not eating normally; fever of more than 100.4, No: currently inconsolable; vomiting; diarrhea; not eating normally; poor weight gain or jaundice,3.5,0.40402492493936304,0.26205398187631906,0.7203695369193276,0.5664756818478831,0.6053912298941551,1.0,1.0,0.75,0.4,0.42857142857142855,0.9576679,0.9954523318785968,0.8823532,0.93687433,0.9927264781679528,0.86978525,1.2587120487344747,1.4991590704899065,1.6247427083388826,1.9987448988219247,0.9673103138085614,0.9763337353337078,0.969034705447559,0.9270045077150668
ibuprofen tablet 2 tablets by mouth as needed.,prednisone 20 mg tablet 2 tablets by mouth one time daily.,1,0.30667096300529284,0.5144956197655159,0.8820105873442052,0.401937605788682,0.3384573470016124,0.1111111111111111,0.15384615384615385,0.6666666666666666,0.42857142857142855,0.36363636363636365,0.9057317,0.9926528208493133,0.850649,0.9107518,0.9903506727090594,0.8620422,1.7069247206241824,1.6531925804605103,1.2534318670706748,1.2753483113502504,0.9205407867121874,0.9175787034243721,0.9413608775952813,0.8831391238133633
Albuterol Aerosol 90 mcg/Actuation 2 puffs by inhalation as directed by prescriber as needed., Lorazepam [ATIVAN] one-half mg tablet 1-2 tablets by mouth as directed by prescriber as needed.,1.5,0.0,0.057794809099107544,0.6008240383137096,0.24731559043689527,0.2321962044818911,1.0,1.0,0.75,0.2,0.21052631578947367,0.84773093,0.9940739930480369,0.7460873,0.7875854,0.9921462157840626,0.7034037,2.3277709029886404,2.7942739896823707,2.2512108902165484,2.943095177101455,0.9307520407392438,0.9387225492077355,0.9317729521949563,0.9095669104975633
"""The femoral component lug holes were drilled, and rotation of the tibial component was marked with the cautery.""",The patient and family was advised that the content of this interview will be shared with the health care team.,0,0.0,0.0,0.724141015654465,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.69239956,0.985355291266006,0.45139658,0.46429595,0.9791035058019162,0.30959654,3.4722059868617605,3.8898779538083885,3.4722059868617605,3.8898779538083885,0.8345387672440808,0.8125982602127835,0.8370351323276075,0.7658948188594462
Relayed these directions to the patient by telephone who reports an adequate understanding of the plan and denies noting any signs of bleeding or recurrent stroke-like symptoms., Relayed these directions to the patient's husband by telephone who reports an adequate understanding of the plan and denies noting any signs of bleeding or recurrent stroke-like symptoms for the patient.,3.5,1.0,1.0,0.9898462200963918,0.9642904226663805,0.9634112020083514,0.3333333333333333,0.25,1.0,0.9375,0.9375,0.9956854,0.999734912445261,0.9850208,0.9930347,0.9996244029263532,0.98399943,0.34529699162933264,0.4074566417132589,0.34529699162933264,0.4074566417132589,0.9950097399017759,0.9941604793159005,0.9944102587124164,0.9925052584525254
